Id,Day,State ID,State,Lat,Long_,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate,Resident Population 2020 Census,Population Density 2020 Census,Density Rank 2020 Census,SexRatio
41,10,16,Iowa,42.0115,-93.2105,36951,9403.341289,1198291,1.394759372,37979.85465,"3,190,369",57.1,38,99
46,11,16,Iowa,42.0115,-93.2105,37484,9437.952248,1199759,1.389980321,38026.38293,"3,190,369",57.1,38,99
51,12,16,Iowa,42.0115,-93.2105,36275,9484.89257,1201471,1.410836912,38080.6448,"3,190,369",57.1,38,99
56,13,16,Iowa,42.0115,-93.2105,36372,9545.303274,1205222,1.405228433,38199.53282,"3,190,369",57.1,38,99
61,14,16,Iowa,42.0115,-93.2105,36043,9589.644604,1208878,1.405010576,38315.4098,"3,190,369",57.1,38,99
66,15,16,Iowa,42.0115,-93.2105,35825,9632.939998,1212121,1.4006699,38418.19674,"3,190,369",57.1,38,99
71,16,16,Iowa,42.0115,-93.2105,35107,9658.993303,1214729,1.417892816,38500.85735,"3,190,369",57.1,38,99
76,17,16,Iowa,42.0115,-93.2105,34905,9671.766395,1216693,1.416675679,38563.10637,"3,190,369",57.1,38,99
81,18,16,Iowa,42.0115,-93.2105,35306,9701.306152,1218425,1.412688715,38618.00214,"3,190,369",57.1,38,99
86,19,16,Iowa,42.0115,-93.2105,34039,9739.942378,1220451,1.409688189,38682.21624,"3,190,369",57.1,38,99
91,20,16,Iowa,42.0115,-93.2105,33768,9787.00948,1222463,1.422987367,38745.98662,"3,190,369",57.1,38,99
96,21,16,Iowa,42.0115,-93.2105,33991,9839.401345,1226351,1.431838681,38869.21685,"3,190,369",57.1,38,99
101,22,16,Iowa,42.0115,-93.2105,34182,9879.178592,1229114,1.436660838,38956.79018,"3,190,369",57.1,38,99
106,23,16,Iowa,42.0115,-93.2105,34947,9908.559873,1232463,1.434959792,39062.9368,"3,190,369",57.1,38,99
111,24,16,Iowa,42.0115,-93.2105,34549,9924.882808,1235059,1.432919138,39145.21706,"3,190,369",57.1,38,99
116,25,16,Iowa,42.0115,-93.2105,35670,9949.351361,1236524,1.429713707,39191.65026,"3,190,369",57.1,38,99
121,26,16,Iowa,42.0115,-93.2105,34045,9983.994016,1238482,1.426022692,39253.70911,"3,190,369",57.1,38,99
126,27,16,Iowa,42.0115,-93.2105,33790,10019.23888,1241079,1.423537078,39336.02107,"3,190,369",57.1,38,99
131,28,16,Iowa,42.0115,-93.2105,32951,10051.25084,1244219,1.429093982,39435.54343,"3,190,369",57.1,38,99
136,29,16,Iowa,42.0115,-93.2105,32563,10089.12639,1246868,1.437865789,39519.50353,"3,190,369",57.1,38,99
141,30,16,Iowa,42.0115,-93.2105,32993,10114.19715,1251252,1.457491147,39658.45449,"3,190,369",57.1,38,99
146,31,16,Iowa,42.0115,-93.2105,32183,10123.64226,1253688,1.534401142,39735.66355,"3,190,369",57.1,38,99
2,2,43,Tennessee,35.7478,-86.6923,74073,8846.340714,5718900,1.153721372,83742.19195,"6,910,840",167.6,22,95
7,3,43,Tennessee,35.7478,-86.6923,74306,8907.329056,5735403,1.154863496,83983.84636,"6,910,840",167.6,22,95
12,4,43,Tennessee,35.7478,-86.6923,74588,8965.21307,5751015,1.170763577,84212.4538,"6,910,840",167.6,22,95
17,5,43,Tennessee,35.7478,-86.6923,71175,9044.270947,5766988,1.176558207,84446.34739,"6,910,840",167.6,22,95
22,6,43,Tennessee,35.7478,-86.6923,69163,9157.476439,5799089,1.179922607,84916.40424,"6,910,840",167.6,22,95
27,7,43,Tennessee,35.7478,-86.6923,71111,9287.170015,5840819,1.181261894,85527.4591,"6,910,840",167.6,22,95
32,8,43,Tennessee,35.7478,-86.6923,73363,9380.43166,5875526,1.189186489,86035.67576,"6,910,840",167.6,22,95
37,9,43,Tennessee,35.7478,-86.6923,78104,9466.005698,5908921,1.1917395,86524.68073,"6,910,840",167.6,22,95
42,10,43,Tennessee,35.7478,-86.6923,80887,9574.642556,5948059,1.190605458,87097.78079,"6,910,840",167.6,22,95
47,11,43,Tennessee,35.7478,-86.6923,80621,9626.288626,5969654,1.196386957,87413.99765,"6,910,840",167.6,22,95
52,12,43,Tennessee,35.7478,-86.6923,73518,9677.217186,5986016,1.212182655,87653.58739,"6,910,840",167.6,22,95
57,13,43,Tennessee,35.7478,-86.6923,68377,9744.941336,6008119,1.224344439,87977.24293,"6,910,840",167.6,22,95
62,14,43,Tennessee,35.7478,-86.6923,65367,9817.9077,6033531,1.227773453,88349.35235,"6,910,840",167.6,22,95
67,15,43,Tennessee,35.7478,-86.6923,64790,9899.279181,6067669,1.229366945,88849.23711,"6,910,840",167.6,22,95
72,16,43,Tennessee,35.7478,-86.6923,66896,9969.68301,6097151,1.22714795,89280.94379,"6,910,840",167.6,22,95
77,17,43,Tennessee,35.7478,-86.6923,66134,10035.19606,6128058,1.224389739,89733.51682,"6,910,840",167.6,22,95
82,18,43,Tennessee,35.7478,-86.6923,64601,10070.77869,6142748,1.225734314,89948.62336,"6,910,840",167.6,22,95
87,19,43,Tennessee,35.7478,-86.6923,57288,10104.66273,6155742,1.227565519,90138.89527,"6,910,840",167.6,22,95
92,20,43,Tennessee,35.7478,-86.6923,52307,10166.5443,6179461,1.232336297,90486.214,"6,910,840",167.6,22,95
97,21,43,Tennessee,35.7478,-86.6923,49655,10217.67786,6203166,1.244512979,90833.32772,"6,910,840",167.6,22,95
102,22,43,Tennessee,35.7478,-86.6923,46926,10277.18726,6231478,1.250557458,91247.90202,"6,910,840",167.6,22,95
107,23,43,Tennessee,35.7478,-86.6923,45774,10336.18414,6262941,1.249369578,91708.61659,"6,910,840",167.6,22,95
112,24,43,Tennessee,35.7478,-86.6923,45523,10377.78507,6289451,1.250005291,92096.80409,"6,910,840",167.6,22,95
117,25,43,Tennessee,35.7478,-86.6923,44426,10402.8247,6303713,1.262620931,92305.64341,"6,910,840",167.6,22,95
122,26,43,Tennessee,35.7478,-86.6923,40711,10431.80332,6312966,1.286064407,92441.13563,"6,910,840",167.6,22,95
127,27,43,Tennessee,35.7478,-86.6923,38469,10481.58972,6339869,1.301469951,92835.07786,"6,910,840",167.6,22,95
132,28,43,Tennessee,35.7478,-86.6923,36056,10507.61044,6354257,1.312322059,93045.7622,"6,910,840",167.6,22,95
137,29,43,Tennessee,35.7478,-86.6923,36152,10579.47857,6359165,1.309497281,93117.63033,"6,910,840",167.6,22,95
142,30,43,Tennessee,35.7478,-86.6923,34321,10612.4401,6404722,1.321021826,93784.72418,"6,910,840",167.6,22,95
147,31,43,Tennessee,35.7478,-86.6923,34916,10658.1118,6437840,1.325802591,94269.67302,"6,910,840",167.6,22,95
3,2,44,Texas,31.0545,-97.5635,322054,6185.199201,14005637,1.580080437,48302.16057,"29,145,505",111.6,26,99
8,3,44,Texas,31.0545,-97.5635,330044,6243.369532,14053710,1.570440585,48467.95309,"29,145,505",111.6,26,99
13,4,44,Texas,31.0545,-97.5635,335902,6308.47878,14189167,1.560847125,48935.11254,"29,145,505",111.6,26,99
18,5,44,Texas,31.0545,-97.5635,343777,6417.335621,14289877,1.547590961,49282.43774,"29,145,505",111.6,26,99
23,6,44,Texas,31.0545,-97.5635,351038,6500.230153,14370153,1.544886219,49559.29085,"29,145,505",111.6,26,99
28,7,44,Texas,31.0545,-97.5635,358488,6587.456336,14445909,1.544324328,49820.55555,"29,145,505",111.6,26,99
33,8,44,Texas,31.0545,-97.5635,357064,6633.35251,14532743,1.541281866,50120.02567,"29,145,505",111.6,26,99
38,9,44,Texas,31.0545,-97.5635,372392,6731.697512,14653811,1.552987707,50537.56083,"29,145,505",111.6,26,99
43,10,44,Texas,31.0545,-97.5635,378765,6787.822726,14791044,1.548580954,51010.8453,"29,145,505",111.6,26,99
48,11,44,Texas,31.0545,-97.5635,390909,6863.747303,14939305,1.536777134,51522.16275,"29,145,505",111.6,26,99
53,12,44,Texas,31.0545,-97.5635,388150,6948.038585,15031531,1.533520794,51840.22862,"29,145,505",111.6,26,99
58,13,44,Texas,31.0545,-97.5635,397286,7038.072063,15179088,1.532622059,52349.11814,"29,145,505",111.6,26,99
63,14,44,Texas,31.0545,-97.5635,406166,7134.244343,15304459,1.532071601,52781.49334,"29,145,505",111.6,26,99
68,15,44,Texas,31.0545,-97.5635,413100,7136.482592,15443899,1.53159109,53262.38923,"29,145,505",111.6,26,99
73,16,44,Texas,31.0545,-97.5635,413489,7286.076253,15584254,1.534935546,53746.44074,"29,145,505",111.6,26,99
78,17,44,Texas,31.0545,-97.5635,416923,7335.907469,15718021,1.532595149,54207.77179,"29,145,505",111.6,26,99
83,18,44,Texas,31.0545,-97.5635,408207,7374.116344,15877679,1.529845336,54758.39482,"29,145,505",111.6,26,99
88,19,44,Texas,31.0545,-97.5635,413418,7440.570611,15935036,1.531060382,54956.20568,"29,145,505",111.6,26,99
93,20,44,Texas,31.0545,-97.5635,412927,7537.463683,16076028,1.532380348,55442.45405,"29,145,505",111.6,26,99
98,21,44,Texas,31.0545,-97.5635,411682,7617.878553,16202370,1.536622102,55878.17801,"29,145,505",111.6,26,99
103,22,44,Texas,31.0545,-97.5635,407830,7683.122303,16321080,1.543279009,56287.58098,"29,145,505",111.6,26,99
108,23,44,Texas,31.0545,-97.5635,409769,7733.763978,16405627,1.548513628,56579.16378,"29,145,505",111.6,26,99
113,24,44,Texas,31.0545,-97.5635,406443,7761.174768,16561140,1.551309733,57115.49168,"29,145,505",111.6,26,99
118,25,44,Texas,31.0545,-97.5635,415549,7826.711663,16629666,1.54620732,57351.8218,"29,145,505",111.6,26,99
123,26,44,Texas,31.0545,-97.5635,409991,7899.81515,16738158,1.546305565,57725.98529,"29,145,505",111.6,26,99
128,27,44,Texas,31.0545,-97.5635,406054,7963.958743,16837794,1.553641489,58069.60651,"29,145,505",111.6,26,99
133,28,44,Texas,31.0545,-97.5635,399416,8036.562159,16949139,1.557414757,58453.60932,"29,145,505",111.6,26,99
138,29,44,Texas,31.0545,-97.5635,398677,8098.350245,17073934,1.560777927,58883.99804,"29,145,505",111.6,26,99
143,30,44,Texas,31.0545,-97.5635,393648,8150.350734,17263046,1.562414049,59536.20102,"29,145,505",111.6,26,99
148,31,44,Texas,31.0545,-97.5635,391777,8195.453692,17399120,1.560127658,60005.48837,"29,145,505",111.6,26,99
4,2,48,Washington,47.4009,-121.4905,243291,3240.386963,3836820,1.402622876,50385.73753,"7,705,281",115.9,24,100
9,3,48,Washington,47.4009,-121.4905,251937,3353.901361,3836820,1.354367335,50385.73753,"7,705,281",115.9,24,100
14,4,48,Washington,47.4009,-121.4905,252953,3367.545677,3909972,1.357848968,51346.38136,"7,705,281",115.9,24,100
19,5,48,Washington,47.4009,-121.4905,255226,3398.169876,3935760,1.36841251,51685.03353,"7,705,281",115.9,24,100
24,6,48,Washington,47.4009,-121.4905,257147,3424.237215,3949632,1.382539731,51867.20286,"7,705,281",115.9,24,100
29,7,48,Washington,47.4009,-121.4905,260378,3467.04806,3969589,1.376452585,52129.2814,"7,705,281",115.9,24,100
34,8,48,Washington,47.4009,-121.4905,264908,3527.390339,3987138,1.377104841,52359.73769,"7,705,281",115.9,24,100
39,9,48,Washington,47.4009,-121.4905,267897,3566.629236,4009784,1.361586185,52657.1286,"7,705,281",115.9,24,100
44,10,48,Washington,47.4009,-121.4905,267897,3566.629236,4034774,1.361586185,52985.3013,"7,705,281",115.9,24,100
49,11,48,Washington,47.4009,-121.4905,272987,3633.485067,4034774,1.33689453,52985.3013,"7,705,281",115.9,24,100
54,12,48,Washington,47.4009,-121.4905,274755,3657.884622,4087531,1.360287782,53678.11472,"7,705,281",115.9,24,100
59,13,48,Washington,47.4009,-121.4905,277364,3692.789905,4110647,1.364855158,53981.67775,"7,705,281",115.9,24,100
64,14,48,Washington,47.4009,-121.4905,279901,3726.60522,4128417,1.365861222,54215.03625,"7,705,281",115.9,24,100
69,15,48,Washington,47.4009,-121.4905,282067,3755.404048,4153214,1.364828479,54540.67444,"7,705,281",115.9,24,100
74,16,48,Washington,47.4009,-121.4905,282067,3755.404048,4179833,1.364828479,54890.23943,"7,705,281",115.9,24,100
79,17,48,Washington,47.4009,-121.4905,286036,3807.525595,4179833,1.346145224,54890.23943,"7,705,281",115.9,24,100
84,18,48,Washington,47.4009,-121.4905,286036,3807.525595,4233758,1.346145224,55598.39121,"7,705,281",115.9,24,100
89,19,48,Washington,47.4009,-121.4905,286036,3807.525595,4233758,1.346145224,55598.39121,"7,705,281",115.9,24,100
94,20,48,Washington,47.4009,-121.4905,290077,3861.078547,4265548,1.340058568,56015.8626,"7,705,281",115.9,24,100
99,21,48,Washington,47.4009,-121.4905,292022,3888.26212,4297306,1.372907287,56432.91377,"7,705,281",115.9,24,100
104,22,48,Washington,47.4009,-121.4905,294135,3916.653852,4325798,1.37938434,56807.07529,"7,705,281",115.9,24,100
109,23,48,Washington,47.4009,-121.4905,296084,3942.248433,4349779,1.37042885,57121.99764,"7,705,281",115.9,24,100
114,24,48,Washington,47.4009,-121.4905,296084,3942.248433,4373646,1.37042885,57435.42293,"7,705,281",115.9,24,100
119,25,48,Washington,47.4009,-121.4905,297993,3967.764222,4373646,1.372868959,57435.42293,"7,705,281",115.9,24,100
124,26,48,Washington,47.4009,-121.4905,299315,3985.37445,4424230,1.373063312,58099.70015,"7,705,281",115.9,24,100
129,27,48,Washington,47.4009,-121.4905,301078,4009.104264,4446844,1.379348748,58396.67084,"7,705,281",115.9,24,100
134,28,48,Washington,47.4009,-121.4905,303566,4042.19731,4470215,1.378452222,58703.58257,"7,705,281",115.9,24,100
139,29,48,Washington,47.4009,-121.4905,305516,4068.356574,4495463,1.383145955,59035.14337,"7,705,281",115.9,24,100
144,30,48,Washington,47.4009,-121.4905,307312,4091.941935,4524221,1.375173702,59412.79805,"7,705,281",115.9,24,100
149,31,48,Washington,47.4009,-121.4905,307312,4091.941935,4548239,1.375173702,59728.20629,"7,705,281",115.9,24,100
